branch,order_id,order_dt,category,menu,sweet_level,qty,price,cost,trans_type,payment,gender,membership,time_of_day,is_holiday,is_weekend,order_wait_time,order_wait_time_cat
alpha,alpha22-007822,2022-03-01 08:35:00,tea,Jasmine Tea,0.75,3,55,25,to go,credit card,M,False,morning,False,False,6.047832656357646,moderate
alpha,alpha22-007822,2022-03-01 08:35:00,bakery,Cookies,,3,85,45,to go,credit card,M,False,morning,False,False,7.547832656357646,moderate
alpha,alpha22-007823,2022-03-01 08:37:00,bakery,Donut,,1,40,15,eat in,credit card,M,False,morning,False,False,2.442486793357592,short
alpha,alpha22-007823,2022-03-01 08:37:00,coffee,Iced Coffee,0.25,1,60,30,eat in,credit card,M,False,morning,False,False,3.942486793357592,short
alpha,alpha22-007824,2022-03-01 08:38:00,coffee,Classic Black Cold Brew,0.25,1,100,35,eat in,cash,M,False,morning,False,False,3.5594557686846087,short
alpha,alpha22-007825,2022-03-01 08:44:00,bakery,Croissant,,1,85,50,to go,credit card,M,False,morning,False,False,3.2008223446034636,short
alpha,alpha22-007826,2022-03-01 08:47:00,coffee,Black Coffee,0.5,1,45,20,eat in,mobile,F,False,morning,False,False,5.02879716874323,moderate
alpha,alpha22-007827,2022-03-01 08:50:00,coffee,Latte,0.5,3,70,35,to go,credit card,M,False,morning,False,False,6.854833901021646,moderate
alpha,alpha22-007828,2022-03-01 08:55:00,coffee,Black Coffee,1.0,1,45,20,to go,credit card,F,False,morning,False,False,3.554034142842163,short
alpha,alpha22-007829,2022-03-01 09:04:00,tea,Thai Tea,0.5,1,70,30,to go,credit card,M,False,morning,False,False,4.301905524269478,short
alpha,alpha22-007830,2022-03-01 09:06:00,bakery,Sandwich,,2,80,30,to go,mobile,M,True,morning,False,False,3.6315658802894735,short
alpha,alpha22-007831,2022-03-01 09:07:00,bakery,Donut,,1,40,15,to go,mobile,F,False,morning,False,False,5.727223647854121,moderate
alpha,alpha22-007831,2022-03-01 09:07:00,coffee,Black Coffee,1.0,1,45,20,to go,mobile,F,False,morning,False,False,7.227223647854121,moderate
alpha,alpha22-007832,2022-03-01 09:08:00,bakery,Cookies,,1,85,45,to go,mobile,M,False,morning,False,False,5.019546027743464,moderate
alpha,alpha22-007833,2022-03-01 09:14:00,coffee,Black Coffee,0.5,1,45,20,eat in,mobile,M,False,morning,False,False,3.987870586806721,short
alpha,alpha22-007834,2022-03-01 09:19:00,bakery,Sandwich,,2,80,30,to go,credit card,F,False,morning,False,False,5.460343278738168,moderate
alpha,alpha22-007835,2022-03-01 09:21:00,tea,Green Tea,0.0,5,65,30,to go,credit card,M,False,morning,False,False,7.970509200246673,moderate
alpha,alpha22-007836,2022-03-01 09:40:00,coffee,Americano,0.5,1,45,25,delivery,mobile,F,True,morning,False,False,2.6447866329758565,short
alpha,alpha22-007836,2022-03-01 09:40:00,coffee,Iced Coffee,0.75,3,60,30,delivery,mobile,F,True,morning,False,False,5.6447866329758565,moderate
alpha,alpha22-007836,2022-03-01 09:40:00,bakery,Cookies,,1,85,45,delivery,mobile,F,True,morning,False,False,4.1447866329758565,short
alpha,alpha22-007837,2022-03-01 09:48:00,bakery,Donut,,1,40,15,to go,mobile,M,False,morning,False,False,3.907186567508717,short
alpha,alpha22-007837,2022-03-01 09:48:00,tea,Thai Tea,0.5,1,70,30,to go,mobile,M,False,morning,False,False,5.407186567508717,moderate
alpha,alpha22-007838,2022-03-01 09:50:00,coffee,Latte,0.5,1,70,35,eat in,gift card,M,False,morning,False,False,3.446189584911101,short
alpha,alpha22-007839,2022-03-01 10:20:00,coffee,Black Coffee,0.5,1,45,20,to go,credit card,M,True,morning,False,False,5.635166951434426,moderate
alpha,alpha22-007840,2022-03-01 10:34:00,bakery,Donut,,2,40,15,delivery,mobile,M,False,morning,False,False,5.673848051560247,moderate
alpha,alpha22-007840,2022-03-01 10:34:00,tea,Yuzu Tea,0.25,2,70,30,delivery,mobile,M,False,morning,False,False,7.173848051560247,moderate
alpha,alpha22-007840,2022-03-01 10:34:00,coffee,Latte,0.5,3,70,35,delivery,mobile,M,False,morning,False,False,8.673848051560247,long
alpha,alpha22-007841,2022-03-01 10:34:00,coffee,Iced Coffee,0.25,1,60,30,to go,credit card,F,False,morning,False,False,2.7645881159018453,short
alpha,alpha22-007842,2022-03-01 10:50:00,tea,Thai Tea,0.5,2,70,30,to go,credit card,F,False,morning,False,False,2.5683961519366934,short
alpha,alpha22-007843,2022-03-01 10:54:00,tea,Bubble Tea,0.75,1,70,30,eat in,mobile,F,False,morning,False,False,4.915706227836721,short
alpha,alpha22-007844,2022-03-01 10:55:00,tea,Bubble Tea,0.0,1,70,30,to go,mobile,F,False,morning,False,False,5.1323000679875745,moderate
alpha,alpha22-007968,2022-03-02 06:39:00,tea,Bubble Tea,1.0,1,70,30,eat in,credit card,M,True,morning,False,False,4.320046089230566,short
alpha,alpha22-007969,2022-03-02 06:42:00,bakery,Donut,,1,40,15,to go,credit card,M,False,morning,False,False,3.3506775037397802,short
alpha,alpha22-007970,2022-03-02 06:55:00,coffee,Cappuccino,0.25,1,75,40,to go,credit card,M,False,morning,False,False,3.8537504133402902,short
alpha,alpha22-007971,2022-03-02 07:05:00,tea,Green Tea,0.25,1,65,30,eat in,credit card,M,False,morning,False,False,2.869632384190071,short
alpha,alpha22-007972,2022-03-02 07:09:00,tea,Thai Tea,0.5,1,70,30,delivery,cash,M,True,morning,False,False,4.342564199493506,short
alpha,alpha22-007972,2022-03-02 07:09:00,bakery,Croissant,,1,85,50,delivery,cash,M,True,morning,False,False,5.842564199493506,moderate
alpha,alpha22-007973,2022-03-02 07:11:00,bakery,Sandwich,,1,80,30,eat in,mobile,M,False,morning,False,False,3.096490877127594,short
alpha,alpha22-007974,2022-03-02 07:30:00,coffee,Iced Coffee,1.0,1,60,30,delivery,credit card,F,True,morning,False,False,1.37868072207189,very short
alpha,alpha22-007974,2022-03-02 07:30:00,coffee,Latte,0.0,2,70,35,delivery,credit card,F,True,morning,False,False,2.87868072207189,short
alpha,alpha22-007975,2022-03-02 07:38:00,tea,Thai Tea,0.5,1,70,30,eat in,cash,M,False,morning,False,False,3.2589031630424365,short
alpha,alpha22-007976,2022-03-02 07:45:00,smoothie,Mango Smoothie,0.5,1,90,45,to go,mobile,M,False,morning,False,False,4.34447829574,short
alpha,alpha22-007977,2022-03-02 07:57:00,coffee,Americano,0.5,1,45,25,to go,mobile,F,False,morning,False,False,3.677356508519142,short
alpha,alpha22-007978,2022-03-02 08:03:00,bakery,Muffin,,1,60,30,eat in,credit card,M,False,morning,False,False,2.948685607478331,short
alpha,alpha22-007979,2022-03-02 08:16:00,bakery,Sandwich,,2,80,30,eat in,mobile,F,False,morning,False,False,4.203778530493353,short
alpha,alpha22-007980,2022-03-02 08:30:00,coffee,Espresso,0.75,1,55,30,eat in,mobile,F,False,morning,False,False,4.750536073979776,short
alpha,alpha22-007981,2022-03-02 08:33:00,coffee,Black Coffee,0.5,1,45,20,eat in,mobile,M,False,morning,False,False,3.987870586806721,short
alpha,alpha22-007981,2022-03-02 08:33:00,bakery,Croissant,,1,85,50,eat in,mobile,M,False,morning,False,False,5.4878705868067215,moderate
alpha,alpha22-007982,2022-03-02 08:34:00,bakery,Muffin,,1,60,30,eat in,mobile,F,False,morning,False,False,7.226862617487571,moderate
alpha,alpha22-007982,2022-03-02 08:34:00,coffee,Americano,0.25,1,45,25,eat in,mobile,F,False,morning,False,False,8.726862617487571,long
alpha,alpha22-007983,2022-03-02 08:36:00,coffee,Black Coffee,0.5,1,45,20,eat in,mobile,F,False,morning,False,False,3.310850029043825,short
alpha,alpha22-007983,2022-03-02 08:36:00,bakery,Muffin,,1,60,30,eat in,mobile,F,False,morning,False,False,4.810850029043825,short
alpha,alpha22-007984,2022-03-02 08:38:00,smoothie,Kiwi Smoothie,0.5,3,90,50,delivery,credit card,M,False,morning,False,False,6.848304799917963,moderate
alpha,alpha22-007984,2022-03-02 08:38:00,bakery,Sandwich,,1,80,30,delivery,credit card,M,False,morning,False,False,6.848304799917963,moderate
alpha,alpha22-007985,2022-03-02 08:39:00,coffee,Espresso,0.5,1,55,30,eat in,cash,F,False,morning,False,False,3.536467367063629,short
alpha,alpha22-007986,2022-03-02 08:43:00,coffee,Iced Coffee,0.0,2,60,30,eat in,mobile,M,True,morning,False,False,3.2148663283240198,short
alpha,alpha22-007987,2022-03-02 09:09:00,coffee,Iced Coffee,0.5,1,60,30,delivery,mobile,F,False,morning,False,False,4.652654961734579,short
alpha,alpha22-007988,2022-03-02 09:09:00,coffee,Americano,0.5,2,45,25,eat in,mobile,M,False,morning,False,False,3.2050725545537846,short
alpha,alpha22-007989,2022-03-02 09:10:00,coffee,Espresso,0.5,3,55,30,to go,credit card,M,True,morning,False,False,8.519979814583627,long
alpha,alpha22-007990,2022-03-02 09:11:00,bakery,Croissant,,1,85,50,to go,credit card,F,False,morning,False,False,4.005765039990889,short
alpha,alpha22-007990,2022-03-02 09:11:00,coffee,Mocha Cold Brew,0.0,1,165,55,to go,credit card,F,False,morning,False,False,5.505765039990889,moderate
alpha,alpha22-007991,2022-03-02 09:13:00,bakery,Sandwich,,1,80,30,to go,cash,F,False,morning,False,False,3.527678792586048,short
alpha,alpha22-007991,2022-03-02 09:13:00,coffee,Americano,0.5,1,45,25,to go,cash,F,False,morning,False,False,5.027678792586048,moderate
alpha,alpha22-007992,2022-03-02 09:28:00,coffee,Americano,0.0,1,45,25,to go,mobile,M,True,morning,False,False,3.338888351945167,short
alpha,alpha22-007993,2022-03-02 09:32:00,bakery,Croissant,,1,85,50,eat in,mobile,F,True,morning,False,False,4.72819899175972,short
alpha,alpha22-007994,2022-03-02 09:33:00,bakery,Croissant,,1,85,50,delivery,mobile,M,False,morning,False,False,2.6873856415458333,short
alpha,alpha22-007994,2022-03-02 09:33:00,coffee,Mocha,0.25,2,70,35,delivery,mobile,M,False,morning,False,False,4.187385641545833,short
alpha,alpha22-007995,2022-03-02 09:54:00,bakery,Cheese Cake,,2,120,80,delivery,credit card,M,False,morning,False,False,5.234118336100386,moderate
alpha,alpha22-007995,2022-03-02 09:54:00,coffee,Mocha,0.5,2,70,35,delivery,credit card,M,False,morning,False,False,6.734118336100386,moderate
alpha,alpha22-007996,2022-03-02 09:59:00,coffee,Cappuccino,0.5,1,75,40,eat in,gift card,M,False,morning,False,False,4.610100900044482,short
alpha,alpha22-007997,2022-03-02 10:10:00,coffee,Mocha,0.75,2,70,35,eat in,mobile,M,False,morning,False,False,3.095184836165062,short
alpha,alpha22-007998,2022-03-02 10:11:00,coffee,Black Coffee,0.5,3,45,20,to go,credit card,M,False,morning,False,False,5.535566504479549,moderate
alpha,alpha22-007999,2022-03-02 10:11:00,coffee,Americano,0.75,2,45,25,delivery,credit card,M,True,morning,False,False,4.755549634152139,short
alpha,alpha22-007999,2022-03-02 10:11:00,coffee,Black Coffee,0.25,3,45,20,delivery,credit card,M,True,morning,False,False,7.755549634152139,moderate
alpha,alpha22-008000,2022-03-02 10:22:00,tea,Bubble Tea,0.5,2,70,30,delivery,mobile,M,True,morning,False,False,3.7511597707830333,short
alpha,alpha22-008001,2022-03-02 10:31:00,bakery,Muffin,,1,60,30,to go,credit card,F,True,morning,False,False,3.461711030393741,short
alpha,alpha22-008002,2022-03-02 10:41:00,bakery,Sandwich,,1,80,30,eat in,mobile,M,False,morning,False,False,4.959276550220608,short
alpha,alpha22-008003,2022-03-02 10:50:00,bakery,Cheese Cake,,1,120,80,eat in,mobile,M,True,morning,False,False,6.108730472316819,moderate
alpha,alpha22-008004,2022-03-02 10:52:00,bakery,Sandwich,,1,80,30,eat in,mobile,F,False,morning,False,False,3.128761257262612,short
alpha,alpha22-008092,2022-03-03 06:48:00,bakery,Donut,,2,40,15,eat in,credit card,M,True,morning,False,False,1.4995652736436522,very short
alpha,alpha22-008092,2022-03-03 06:48:00,coffee,Classic Black Cold Brew,1.0,2,100,35,eat in,credit card,M,True,morning,False,False,2.999565273643652,short
alpha,alpha22-008093,2022-03-03 07:07:00,coffee,Espresso,0.5,1,55,30,eat in,mobile,M,False,morning,False,False,3.8761280594029968,short
alpha,alpha22-008093,2022-03-03 07:07:00,bakery,Donut,,1,40,15,eat in,mobile,M,False,morning,False,False,5.376128059402997,moderate
alpha,alpha22-008094,2022-03-03 07:10:00,coffee,Iced Coffee,0.5,1,60,30,delivery,credit card,M,False,morning,False,False,4.719826844401731,short
alpha,alpha22-008095,2022-03-03 07:16:00,coffee,Latte,0.5,1,70,35,eat in,credit card,M,False,morning,False,False,5.353954076571482,moderate
alpha,alpha22-008096,2022-03-03 07:24:00,smoothie,Strawberry Smoothie,0.5,2,85,45,eat in,mobile,M,False,morning,False,False,3.7279719849305097,short
alpha,alpha22-008097,2022-03-03 07:28:00,coffee,Mocha,1.0,4,70,35,delivery,credit card,M,False,morning,False,False,6.281997371923891,moderate
alpha,alpha22-008097,2022-03-03 07:28:00,coffee,Classic Black Cold Brew,0.75,1,100,35,delivery,credit card,M,False,morning,False,False,4.781997371923891,short
alpha,alpha22-008098,2022-03-03 07:53:00,coffee,Iced Coffee,0.75,2,60,30,delivery,mobile,M,False,morning,False,False,4.283082441489009,short
alpha,alpha22-008099,2022-03-03 07:58:00,smoothie,Mango Smoothie,0.25,1,90,45,delivery,mobile,M,True,morning,False,False,5.51565740673504,moderate
alpha,alpha22-008099,2022-03-03 07:58:00,coffee,Latte,0.5,3,70,35,delivery,mobile,M,True,morning,False,False,8.515657406735041,long
alpha,alpha22-008100,2022-03-03 07:59:00,coffee,Mocha,0.5,1,70,35,to go,cash,M,False,morning,False,False,2.9477388299540968,short
alpha,alpha22-008100,2022-03-03 07:59:00,bakery,Croissant,,1,85,50,to go,cash,M,False,morning,False,False,4.447738829954097,short
alpha,alpha22-008101,2022-03-03 07:59:00,tea,Bubble Tea,0.25,1,70,30,to go,mobile,M,False,morning,False,False,4.55464603045817,short
alpha,alpha22-008102,2022-03-03 08:07:00,smoothie,Kiwi Smoothie,0.25,2,90,50,eat in,cash,M,True,morning,False,False,3.3219035496240057,short
alpha,alpha22-008103,2022-03-03 08:14:00,tea,Bubble Tea,0.5,2,70,30,to go,mobile,M,False,morning,False,False,4.15545314610768,short
alpha,alpha22-008104,2022-03-03 08:17:00,coffee,Espresso,1.0,1,55,30,to go,credit card,F,False,morning,False,False,4.382308651737438,short
alpha,alpha22-008104,2022-03-03 08:17:00,bakery,Donut,,1,40,15,to go,credit card,F,False,morning,False,False,5.882308651737438,moderate
alpha,alpha22-008105,2022-03-03 08:18:00,smoothie,Mango Smoothie,0.5,1,90,45,to go,mobile,F,True,morning,False,False,3.844266555104151,short
alpha,alpha22-008106,2022-03-03 08:27:00,coffee,Iced Coffee,0.25,1,60,30,delivery,mobile,M,False,morning,False,False,4.248469614679164,short
alpha,alpha22-008106,2022-03-03 08:27:00,smoothie,Strawberry Smoothie,1.0,3,85,45,delivery,mobile,M,False,morning,False,False,7.248469614679164,moderate
alpha,alpha22-008107,2022-03-03 08:31:00,coffee,Cappuccino,1.0,1,75,40,delivery,gift card,M,False,morning,False,False,4.006243548258639,short
alpha,alpha22-008108,2022-03-03 08:42:00,smoothie,Watermelon Smoothie,0.5,2,75,40,delivery,mobile,F,False,morning,False,False,4.486158099912329,short
alpha,alpha22-008109,2022-03-03 08:43:00,smoothie,Mango Smoothie,0.5,1,90,45,eat in,mobile,M,False,morning,False,False,5.2192956680472005,moderate
alpha,alpha22-008110,2022-03-03 08:44:00,bakery,Croissant,,2,85,50,eat in,credit card,M,False,morning,False,False,4.872629434494462,short
alpha,alpha22-008110,2022-03-03 08:44:00,coffee,Americano,0.5,2,45,25,eat in,credit card,M,False,morning,False,False,6.372629434494462,moderate
alpha,alpha22-008111,2022-03-03 08:50:00,coffee,Black Coffee,0.5,3,45,20,to go,credit card,M,False,morning,False,False,7.142479064767039,moderate
alpha,alpha22-008112,2022-03-03 08:51:00,coffee,Americano,0.75,1,45,25,to go,credit card,M,False,morning,False,False,3.8163307201139465,short
alpha,alpha22-008113,2022-03-03 08:52:00,bakery,Muffin,,2,60,30,to go,mobile,M,False,morning,False,False,5.141646185105019,moderate
alpha,alpha22-008114,2022-03-03 08:57:00,coffee,Latte,0.5,1,70,35,to go,credit card,F,False,morning,False,False,4.679744509862781,short
alpha,alpha22-008115,2022-03-03 09:03:00,bakery,Sandwich,,2,80,30,to go,mobile,M,False,morning,False,False,4.579719326987551,short
alpha,alpha22-008116,2022-03-03 09:04:00,coffee,Mocha,0.5,3,70,35,delivery,mobile,M,False,morning,False,False,6.1943730446644105,moderate
alpha,alpha22-008117,2022-03-03 09:04:00,smoothie,Watermelon Smoothie,0.5,3,75,40,to go,mobile,M,False,morning,False,False,4.11926613644596,short
alpha,alpha22-008118,2022-03-03 09:07:00,bakery,Sandwich,,3,80,30,to go,credit card,M,False,morning,False,False,6.351039895004278,moderate
alpha,alpha22-008118,2022-03-03 09:07:00,tea,Green Tea,0.5,3,65,30,to go,credit card,M,False,morning,False,False,7.851039895004278,moderate
alpha,alpha22-008119,2022-03-03 09:10:00,coffee,Black Coffee,0.5,1,45,20,to go,credit card,F,False,morning,False,False,2.596305123318029,short
alpha,alpha22-008119,2022-03-03 09:10:00,bakery,Croissant,,1,85,50,to go,credit card,F,False,morning,False,False,4.096305123318029,short
alpha,alpha22-008120,2022-03-03 09:13:00,coffee,Cappuccino,1.0,1,75,40,to go,credit card,M,False,morning,False,False,5.4014736122866225,moderate
alpha,alpha22-008121,2022-03-03 09:17:00,coffee,Espresso,0.75,9,55,30,to go,mobile,F,False,morning,False,False,13.478555024709387,very long
alpha,alpha22-008122,2022-03-03 09:29:00,tea,Bubble Tea,0.0,2,70,30,to go,mobile,M,False,morning,False,False,3.254455672528134,short
alpha,alpha22-008123,2022-03-03 09:34:00,bakery,Sandwich,,2,80,30,eat in,mobile,F,False,morning,False,False,4.822781415180871,short
alpha,alpha22-008124,2022-03-03 09:38:00,bakery,Sandwich,,4,80,30,to go,mobile,F,False,morning,False,False,6.7924494006157285,moderate
alpha,alpha22-008125,2022-03-03 09:40:00,coffee,Black Coffee,0.75,1,45,20,delivery,mobile,F,True,morning,False,False,4.244405217832562,short
alpha,alpha22-008126,2022-03-03 09:40:00,smoothie,Mango Smoothie,0.5,2,90,45,to go,mobile,M,True,morning,False,False,5.5920065608803675,moderate
alpha,alpha22-008127,2022-03-03 09:54:00,smoothie,Strawberry Smoothie,1.0,2,85,45,eat in,credit card,M,False,morning,False,False,5.484234363788197,moderate
alpha,alpha22-008128,2022-03-03 10:01:00,coffee,Black Coffee,0.75,3,45,20,to go,mobile,F,False,morning,False,False,4.612524622117366,short
alpha,alpha22-008129,2022-03-03 10:48:00,coffee,Mocha,0.75,1,70,35,to go,credit card,F,False,morning,False,False,4.035158495412096,short
alpha,alpha22-008247,2022-03-04 06:15:00,bakery,Croissant,,1,85,50,to go,credit card,F,True,morning,False,False,3.5435222534019784,short
alpha,alpha22-008247,2022-03-04 06:15:00,smoothie,Kiwi Smoothie,1.0,1,90,50,to go,credit card,F,True,morning,False,False,5.043522253401978,moderate
alpha,alpha22-008248,2022-03-04 06:16:00,bakery,Croissant,,1,85,50,to go,mobile,M,False,morning,False,False,4.47050927967345,short
alpha,alpha22-008249,2022-03-04 06:25:00,smoothie,Mango Smoothie,0.5,1,90,45,to go,mobile,F,False,morning,False,False,3.705120679798527,short
alpha,alpha22-008250,2022-03-04 06:43:00,coffee,Cappuccino,0.25,2,75,40,to go,credit card,F,False,morning,False,False,4.412130247923733,short
alpha,alpha22-008251,2022-03-04 06:51:00,coffee,Black Coffee,0.75,1,45,20,delivery,credit card,M,True,morning,False,False,2.6518061477232333,short
alpha,alpha22-008252,2022-03-04 06:57:00,coffee,Americano,0.0,4,45,25,to go,gift card,F,False,morning,False,False,6.5804146918046325,moderate
alpha,alpha22-008253,2022-03-04 06:59:00,coffee,Espresso,0.0,1,55,30,delivery,mobile,M,False,morning,False,False,3.18132262260023,short
alpha,alpha22-008253,2022-03-04 06:59:00,coffee,Cappuccino,1.0,2,75,40,delivery,mobile,M,False,morning,False,False,4.68132262260023,short
alpha,alpha22-008254,2022-03-04 07:06:00,coffee,Latte,1.0,2,70,35,eat in,credit card,F,True,morning,False,False,5.1582961648101655,moderate
alpha,alpha22-008254,2022-03-04 07:06:00,bakery,Donut,,2,40,15,eat in,credit card,F,True,morning,False,False,6.6582961648101655,moderate
alpha,alpha22-008255,2022-03-04 07:12:00,coffee,Cappuccino,0.5,1,75,40,eat in,credit card,M,True,morning,False,False,4.017841612076425,short
alpha,alpha22-008256,2022-03-04 07:15:00,tea,Thai Tea,0.5,1,70,30,to go,mobile,F,False,morning,False,False,3.361143721678771,short
alpha,alpha22-008257,2022-03-04 07:24:00,bakery,Donut,,2,40,15,to go,credit card,M,True,morning,False,False,4.124232972344282,short
alpha,alpha22-008257,2022-03-04 07:24:00,coffee,Espresso,0.0,2,55,30,to go,credit card,M,True,morning,False,False,5.624232972344282,moderate
alpha,alpha22-008258,2022-03-04 07:27:00,bakery,Croissant,,1,85,50,eat in,credit card,F,False,morning,False,False,4.263206591267819,short
alpha,alpha22-008258,2022-03-04 07:27:00,bakery,Donut,,1,40,15,eat in,credit card,F,False,morning,False,False,5.763206591267819,moderate
alpha,alpha22-008259,2022-03-04 07:45:00,coffee,Black Coffee,0.75,3,45,20,to go,mobile,M,False,morning,False,False,4.494824228048407,short
alpha,alpha22-008260,2022-03-04 07:48:00,coffee,Americano,0.0,2,45,25,eat in,credit card,M,False,morning,False,False,3.8494080382576312,short
alpha,alpha22-008261,2022-03-04 07:50:00,bakery,Croissant,,2,85,50,eat in,mobile,F,False,morning,False,False,4.885582227733229,short
alpha,alpha22-008262,2022-03-04 07:51:00,tea,Yuzu Tea,0.5,2,70,30,eat in,mobile,M,True,morning,False,False,3.7444028191056233,short
alpha,alpha22-008263,2022-03-04 07:54:00,bakery,Croissant,,1,85,50,eat in,credit card,F,False,morning,False,False,4.759645684711511,short
alpha,alpha22-008263,2022-03-04 07:54:00,bakery,Sandwich,,1,80,30,eat in,credit card,F,False,morning,False,False,6.259645684711511,moderate
alpha,alpha22-008264,2022-03-04 07:55:00,coffee,Mocha,0.5,2,70,35,to go,credit card,F,False,morning,False,False,5.9639462160473595,moderate
alpha,alpha22-008265,2022-03-04 08:00:00,coffee,Black Coffee,0.25,1,45,20,eat in,credit card,F,True,morning,False,False,2.5176531029288682,short
alpha,alpha22-008266,2022-03-04 08:01:00,bakery,Muffin,,2,60,30,eat in,credit card,M,False,morning,False,False,4.623621097068968,short
alpha,alpha22-008267,2022-03-04 08:02:00,coffee,Black Coffee,0.5,1,45,20,delivery,credit card,M,True,morning,False,False,5.594248920128024,moderate
alpha,alpha22-008268,2022-03-04 08:02:00,coffee,Americano,1.0,2,45,25,to go,gift card,F,True,morning,False,False,3.1787539676402514,short
alpha,alpha22-008269,2022-03-04 08:06:00,coffee,Iced Coffee,0.25,1,60,30,to go,mobile,F,False,morning,False,False,3.7971353003136916,short
alpha,alpha22-008270,2022-03-04 08:08:00,smoothie,Mango Smoothie,0.0,1,90,45,eat in,gift card,M,False,morning,False,False,3.6165850782695705,short
alpha,alpha22-008271,2022-03-04 08:13:00,coffee,Black Coffee,0.25,1,45,20,eat in,credit card,M,False,morning,False,False,5.10053042057636,moderate
alpha,alpha22-008272,2022-03-04 08:21:00,tea,Thai Tea,0.75,1,70,30,to go,mobile,M,True,morning,False,False,4.353510489442828,short
alpha,alpha22-008273,2022-03-04 08:23:00,bakery,Donut,,2,40,15,eat in,credit card,M,False,morning,False,False,4.408055625321342,short
alpha,alpha22-008274,2022-03-04 08:23:00,coffee,Cappuccino,0.0,1,75,40,to go,credit card,M,False,morning,False,False,2.526841942113948,short
alpha,alpha22-008275,2022-03-04 08:26:00,tea,Black Tea,0.5,2,45,20,to go,mobile,F,False,morning,False,False,3.5777907907479913,short
