branch,order_id,order_dt,category,menu,sweet_level,qty,price,cost,trans_type,payment,gender,membership,time_of_day,is_holiday,is_weekend,order_wait_time,order_wait_time_cat
alpha,alpha22-011912,2022-04-01 10:32:00,coffee,Americano,0.75,2,45,25,eat in,credit card,F,True,morning,False,False,1.177690149622073,very short
alpha,alpha22-011913,2022-04-01 10:35:00,coffee,Mocha Cold Brew,0.25,1,165,55,eat in,credit card,F,False,morning,False,False,2.295311654152257,short
alpha,alpha22-011914,2022-04-01 10:39:00,tea,Thai Tea,0.0,1,70,30,eat in,mobile,F,False,morning,False,False,4.167853381274128,short
alpha,alpha22-011914,2022-04-01 10:39:00,bakery,Sandwich,,1,80,30,eat in,mobile,F,False,morning,False,False,5.667853381274128,moderate
alpha,alpha22-011915,2022-04-01 10:44:00,bakery,Cheese Cake,,1,120,80,to go,credit card,F,False,morning,False,False,3.6430135117725504,short
alpha,alpha22-011916,2022-04-01 10:47:00,tea,Thai Tea,0.75,2,70,30,delivery,cash,F,True,morning,False,False,4.988664668000811,short
alpha,alpha22-011917,2022-04-01 10:50:00,coffee,Iced Coffee,0.75,1,60,30,delivery,mobile,F,False,morning,False,False,4.0667174220597015,short
alpha,alpha22-011917,2022-04-01 10:50:00,coffee,Cappuccino,0.75,3,75,40,delivery,mobile,F,False,morning,False,False,7.0667174220597015,moderate
alpha,alpha22-012052,2022-04-02 07:09:00,bakery,Donut,,2,40,15,delivery,credit card,F,True,morning,False,True,5.481110007797496,moderate
alpha,alpha22-012052,2022-04-02 07:09:00,smoothie,Kiwi Smoothie,0.5,2,90,50,delivery,credit card,F,True,morning,False,True,6.981110007797496,moderate
alpha,alpha22-012053,2022-04-02 07:39:00,tea,Green Tea,1.0,2,65,30,to go,credit card,F,False,morning,False,True,2.617425013085092,short
alpha,alpha22-012054,2022-04-02 07:58:00,coffee,Black Coffee,0.5,1,45,20,delivery,mobile,F,False,morning,False,True,3.641241419350387,short
alpha,alpha22-012054,2022-04-02 07:58:00,smoothie,Mango Smoothie,0.0,1,90,45,delivery,mobile,F,False,morning,False,True,5.141241419350386,moderate
alpha,alpha22-012055,2022-04-02 08:33:00,smoothie,Mango Smoothie,0.5,1,90,45,delivery,credit card,M,False,morning,False,True,4.024176990321287,short
alpha,alpha22-012055,2022-04-02 08:33:00,coffee,Black Coffee,0.5,3,45,20,delivery,credit card,M,False,morning,False,True,7.024176990321287,moderate
alpha,alpha22-012056,2022-04-02 09:04:00,coffee,Latte,0.75,1,70,35,eat in,mobile,M,True,morning,False,True,4.4894707749242455,short
alpha,alpha22-012057,2022-04-02 09:09:00,coffee,Iced Coffee,0.75,1,60,30,eat in,cash,M,False,morning,False,True,3.7221270711340626,short
alpha,alpha22-012058,2022-04-02 09:09:00,coffee,Cappuccino,0.5,1,75,40,to go,credit card,M,True,morning,False,True,2.6908822184482837,short
alpha,alpha22-012059,2022-04-02 09:17:00,bakery,Croissant,,3,85,50,to go,credit card,F,False,morning,False,True,4.936266047063808,short
alpha,alpha22-012060,2022-04-02 09:29:00,coffee,Cappuccino,0.0,1,75,40,delivery,credit card,M,False,morning,False,True,2.1202183679586932,short
alpha,alpha22-012060,2022-04-02 09:29:00,bakery,Muffin,,1,60,30,delivery,credit card,M,False,morning,False,True,3.6202183679586932,short
alpha,alpha22-012060,2022-04-02 09:29:00,smoothie,Strawberry Smoothie,0.5,1,85,45,delivery,credit card,M,False,morning,False,True,3.6202183679586932,short
alpha,alpha22-012061,2022-04-02 09:44:00,coffee,Mocha,0.5,3,70,35,to go,credit card,M,False,morning,False,True,7.348011269795313,moderate
alpha,alpha22-012062,2022-04-02 09:56:00,coffee,Espresso,0.5,3,55,30,to go,mobile,M,False,morning,False,True,5.441728547766203,moderate
alpha,alpha22-012063,2022-04-02 10:37:00,coffee,Iced Coffee,0.75,3,60,30,to go,credit card,M,True,morning,False,True,6.917867146789492,moderate
alpha,alpha22-012096,2022-04-03 09:23:00,coffee,Mocha,0.25,1,70,35,delivery,mobile,M,False,morning,False,True,4.50297892927059,short
alpha,alpha22-012097,2022-04-03 10:07:00,coffee,Black Coffee,0.0,4,45,20,to go,mobile,M,False,morning,False,True,6.891081619320126,moderate
alpha,alpha22-012098,2022-04-03 10:31:00,coffee,Mocha,0.75,2,70,35,eat in,mobile,M,False,morning,False,True,3.731991995703295,short
alpha,alpha22-012099,2022-04-03 10:50:00,tea,Bubble Tea,0.75,1,70,30,to go,mobile,M,True,morning,False,True,3.8954125328245643,short
alpha,alpha22-012108,2022-04-04 06:40:00,coffee,Iced Coffee,1.0,1,60,30,delivery,credit card,M,False,morning,False,False,4.041381316090019,short
alpha,alpha22-012108,2022-04-04 06:40:00,coffee,Classic Black Cold Brew,0.75,2,100,35,delivery,credit card,M,False,morning,False,False,5.541381316090019,moderate
alpha,alpha22-012109,2022-04-04 06:58:00,bakery,Donut,,1,40,15,to go,mobile,F,False,morning,False,False,4.595890568292708,short
alpha,alpha22-012110,2022-04-04 07:05:00,coffee,Latte,1.0,1,70,35,to go,credit card,F,True,morning,False,False,3.187830126594116,short
alpha,alpha22-012111,2022-04-04 07:11:00,coffee,Mocha,0.75,2,70,35,eat in,mobile,M,False,morning,False,False,3.2286368394114175,short
alpha,alpha22-012112,2022-04-04 07:13:00,coffee,Mocha,1.0,1,70,35,to go,credit card,F,True,morning,False,False,5.126121859022504,moderate
alpha,alpha22-012113,2022-04-04 07:19:00,coffee,Cappuccino,0.5,1,75,40,to go,credit card,M,False,morning,False,False,3.2270546811281147,short
alpha,alpha22-012114,2022-04-04 07:27:00,bakery,Donut,,2,40,15,eat in,credit card,M,False,morning,False,False,5.2464515341097115,moderate
alpha,alpha22-012115,2022-04-04 07:31:00,coffee,Cappuccino,0.0,2,75,40,to go,mobile,M,False,morning,False,False,2.9527697102475736,short
alpha,alpha22-012116,2022-04-04 07:32:00,smoothie,Strawberry Smoothie,0.75,1,85,45,to go,credit card,F,True,morning,False,False,3.987870586806721,short
alpha,alpha22-012117,2022-04-04 07:42:00,bakery,Sandwich,,2,80,30,eat in,cash,F,False,morning,False,False,1.3069903461162888,very short
alpha,alpha22-012118,2022-04-04 07:48:00,coffee,Americano,0.75,2,45,25,to go,mobile,M,False,morning,False,False,2.569527770243233,short
alpha,alpha22-012119,2022-04-04 07:57:00,bakery,Croissant,,1,85,50,eat in,credit card,F,True,morning,False,False,4.422538945451424,short
alpha,alpha22-012120,2022-04-04 08:00:00,bakery,Muffin,,1,60,30,to go,mobile,M,False,morning,False,False,4.639915613072045,short
alpha,alpha22-012121,2022-04-04 08:04:00,smoothie,Mango Smoothie,1.0,1,90,45,to go,cash,F,True,morning,False,False,6.197899266647229,moderate
alpha,alpha22-012122,2022-04-04 08:07:00,coffee,Espresso,0.75,1,55,30,eat in,mobile,M,False,morning,False,False,3.5605990957016473,short
alpha,alpha22-012123,2022-04-04 08:07:00,coffee,Latte,0.75,1,70,35,eat in,cash,F,False,morning,False,False,1.758107967231303,very short
alpha,alpha22-012124,2022-04-04 08:09:00,tea,Black Tea,0.5,2,45,20,to go,mobile,M,True,morning,False,False,4.941676769639035,short
alpha,alpha22-012125,2022-04-04 08:14:00,coffee,Americano,0.75,1,45,25,to go,mobile,M,False,morning,False,False,3.049777945531404,short
alpha,alpha22-012126,2022-04-04 08:22:00,bakery,Croissant,,2,85,50,delivery,credit card,M,False,morning,False,False,1.6829378486231428,very short
alpha,alpha22-012126,2022-04-04 08:22:00,tea,Bubble Tea,0.75,2,70,30,delivery,credit card,M,False,morning,False,False,3.1829378486231428,short
alpha,alpha22-012126,2022-04-04 08:22:00,tea,Yuzu Tea,0.75,3,70,30,delivery,credit card,M,False,morning,False,False,4.682937848623142,short
alpha,alpha22-012127,2022-04-04 08:25:00,tea,Thai Tea,1.0,2,70,30,eat in,mobile,M,True,morning,False,False,4.927424215043538,short
alpha,alpha22-012127,2022-04-04 08:25:00,bakery,Donut,,2,40,15,eat in,mobile,M,True,morning,False,False,6.427424215043538,moderate
alpha,alpha22-012128,2022-04-04 08:25:00,tea,Black Tea,0.5,1,45,20,to go,cash,F,False,morning,False,False,2.7372482963123614,short
alpha,alpha22-012129,2022-04-04 08:27:00,coffee,Latte,1.0,1,70,35,eat in,gift card,M,False,morning,False,False,3.8962535415278063,short
alpha,alpha22-012130,2022-04-04 08:28:00,coffee,Iced Coffee,0.0,1,60,30,eat in,mobile,M,True,morning,False,False,3.423010151846048,short
alpha,alpha22-012131,2022-04-04 08:29:00,coffee,Cappuccino,1.0,3,75,40,delivery,credit card,F,True,morning,False,False,5.667223204853429,moderate
alpha,alpha22-012131,2022-04-04 08:29:00,smoothie,Mango Smoothie,0.25,2,90,45,delivery,credit card,F,True,morning,False,False,5.667223204853429,moderate
alpha,alpha22-012132,2022-04-04 08:30:00,bakery,Sandwich,,1,80,30,to go,mobile,F,False,morning,False,False,5.004287314631702,moderate
alpha,alpha22-012133,2022-04-04 08:33:00,coffee,Latte,0.75,1,70,35,delivery,mobile,M,False,morning,False,False,5.529424961059183,moderate
alpha,alpha22-012134,2022-04-04 08:33:00,coffee,Black Coffee,1.0,1,45,20,delivery,credit card,M,True,morning,False,False,4.6580439065593096,short
alpha,alpha22-012134,2022-04-04 08:33:00,bakery,Muffin,,1,60,30,delivery,credit card,M,True,morning,False,False,6.1580439065593096,moderate
alpha,alpha22-012135,2022-04-04 08:34:00,smoothie,Mango Smoothie,1.0,1,90,45,to go,credit card,F,True,morning,False,False,5.467978536446073,moderate
alpha,alpha22-012136,2022-04-04 08:36:00,coffee,Americano,0.5,1,45,25,eat in,credit card,F,False,morning,False,False,4.764718576788254,short
alpha,alpha22-012137,2022-04-04 08:48:00,coffee,Latte,0.0,2,70,35,to go,credit card,F,True,morning,False,False,3.8129941176689384,short
alpha,alpha22-012137,2022-04-04 08:48:00,bakery,Sandwich,,2,80,30,to go,credit card,F,True,morning,False,False,5.312994117668938,moderate
alpha,alpha22-012138,2022-04-04 08:49:00,coffee,Classic Black Cold Brew,0.0,1,100,35,eat in,cash,M,False,morning,False,False,4.0387465584325914,short
alpha,alpha22-012139,2022-04-04 08:50:00,coffee,Iced Coffee,1.0,1,60,30,delivery,credit card,M,True,morning,False,False,2.8938927639686316,short
alpha,alpha22-012140,2022-04-04 08:55:00,coffee,Black Coffee,0.5,2,45,20,to go,credit card,M,False,morning,False,False,3.2298404352612016,short
alpha,alpha22-012141,2022-04-04 08:55:00,bakery,Sandwich,,1,80,30,to go,mobile,M,True,morning,False,False,4.156784635598498,short
alpha,alpha22-012141,2022-04-04 08:55:00,coffee,Black Coffee,0.5,1,45,20,to go,mobile,M,True,morning,False,False,5.656784635598498,moderate
alpha,alpha22-012142,2022-04-04 09:00:00,coffee,Espresso,0.25,2,55,30,eat in,mobile,M,False,morning,False,False,5.084359659805699,moderate
alpha,alpha22-012143,2022-04-04 09:01:00,bakery,Sandwich,,3,80,30,to go,credit card,M,False,morning,False,False,4.878604552928746,short
alpha,alpha22-012144,2022-04-04 09:07:00,smoothie,Mango Smoothie,0.25,2,90,45,to go,mobile,F,False,morning,False,False,1.7730054176042032,very short
alpha,alpha22-012145,2022-04-04 09:07:00,coffee,Espresso,0.75,2,55,30,eat in,mobile,F,False,morning,False,False,4.550882083809947,short
alpha,alpha22-012146,2022-04-04 09:08:00,bakery,Croissant,,2,85,50,eat in,credit card,F,True,morning,False,False,3.882034190539993,short
alpha,alpha22-012147,2022-04-04 09:09:00,bakery,Donut,,1,40,15,eat in,credit card,F,False,morning,False,False,3.8897434413730356,short
alpha,alpha22-012147,2022-04-04 09:09:00,coffee,Iced Coffee,0.25,1,60,30,eat in,credit card,F,False,morning,False,False,5.389743441373035,moderate
alpha,alpha22-012148,2022-04-04 09:10:00,coffee,Mocha,0.25,2,70,35,eat in,mobile,M,False,morning,False,False,6.027178982828718,moderate
alpha,alpha22-012149,2022-04-04 09:15:00,bakery,Donut,,1,40,15,eat in,mobile,F,False,morning,False,False,2.7018976025832897,short
alpha,alpha22-012149,2022-04-04 09:15:00,coffee,Espresso,1.0,1,55,30,eat in,mobile,F,False,morning,False,False,4.20189760258329,short
alpha,alpha22-012150,2022-04-04 09:21:00,smoothie,Kiwi Smoothie,0.75,1,90,50,delivery,credit card,M,False,morning,False,False,3.6135948105852114,short
alpha,alpha22-012150,2022-04-04 09:21:00,bakery,Sandwich,,1,80,30,delivery,credit card,M,False,morning,False,False,5.113594810585211,moderate
alpha,alpha22-012150,2022-04-04 09:21:00,coffee,Espresso,0.75,2,55,30,delivery,credit card,M,False,morning,False,False,5.113594810585211,moderate
alpha,alpha22-012151,2022-04-04 09:21:00,tea,Yuzu Tea,0.5,1,70,30,to go,credit card,M,True,morning,False,False,5.487553269797988,moderate
alpha,alpha22-012152,2022-04-04 09:23:00,smoothie,Watermelon Smoothie,1.0,3,75,40,delivery,cash,F,False,morning,False,False,5.6919661407201,moderate
alpha,alpha22-012153,2022-04-04 09:30:00,bakery,Sandwich,,1,80,30,eat in,credit card,M,False,morning,False,False,2.260315302902348,short
alpha,alpha22-012154,2022-04-04 09:33:00,tea,Thai Tea,0.5,1,70,30,eat in,credit card,M,False,morning,False,False,3.251747536338926,short
alpha,alpha22-012155,2022-04-04 09:34:00,coffee,Cappuccino,0.75,1,75,40,eat in,credit card,F,False,morning,False,False,4.630761847996043,short
alpha,alpha22-012155,2022-04-04 09:34:00,bakery,Croissant,,1,85,50,eat in,credit card,F,False,morning,False,False,6.130761847996043,moderate
alpha,alpha22-012156,2022-04-04 09:36:00,smoothie,Mango Smoothie,0.5,2,90,45,eat in,credit card,M,False,morning,False,False,4.258999936316847,short
alpha,alpha22-012157,2022-04-04 09:37:00,coffee,Classic Black Cold Brew,0.75,1,100,35,eat in,credit card,F,False,morning,False,False,4.2535827673081625,short
alpha,alpha22-012158,2022-04-04 09:51:00,coffee,Americano,0.0,7,45,25,to go,mobile,F,False,morning,False,False,12.097383743645189,very long
alpha,alpha22-012159,2022-04-04 10:00:00,tea,Thai Tea,0.5,2,70,30,delivery,credit card,F,False,morning,False,False,3.2140255456184352,short
alpha,alpha22-012159,2022-04-04 10:00:00,coffee,Latte,1.0,1,70,35,delivery,credit card,F,False,morning,False,False,4.714025545618435,short
alpha,alpha22-012160,2022-04-04 10:07:00,coffee,Mocha,0.5,1,70,35,eat in,mobile,M,False,morning,False,False,4.499272994837637,short
alpha,alpha22-012161,2022-04-04 10:12:00,coffee,Latte,0.25,1,70,35,eat in,credit card,M,False,morning,False,False,3.1933282373322824,short
alpha,alpha22-012162,2022-04-04 10:18:00,coffee,Espresso,1.0,1,55,30,to go,gift card,F,False,morning,False,False,5.158510775281465,moderate
alpha,alpha22-012162,2022-04-04 10:18:00,bakery,Sandwich,,1,80,30,to go,gift card,F,False,morning,False,False,6.658510775281465,moderate
alpha,alpha22-012163,2022-04-04 10:42:00,smoothie,Watermelon Smoothie,0.75,1,75,40,eat in,cash,F,False,morning,False,False,4.410892691865496,short
alpha,alpha22-012164,2022-04-04 10:43:00,tea,Thai Tea,0.5,1,70,30,eat in,credit card,F,False,morning,False,False,6.3331933211344165,moderate
alpha,alpha22-012165,2022-04-04 10:44:00,bakery,Croissant,,1,85,50,eat in,credit card,F,True,morning,False,False,4.3692216267400354,short
alpha,alpha22-012165,2022-04-04 10:44:00,tea,Bubble Tea,0.75,1,70,30,eat in,credit card,F,True,morning,False,False,5.8692216267400354,moderate
alpha,alpha22-012166,2022-04-04 10:45:00,coffee,Latte,0.5,2,70,35,eat in,credit card,F,False,morning,False,False,3.532185300560439,short
alpha,alpha22-012167,2022-04-04 10:49:00,coffee,Americano,0.5,3,45,25,delivery,mobile,M,True,morning,False,False,3.3146332018813083,short
alpha,alpha22-012167,2022-04-04 10:49:00,coffee,Classic Black Cold Brew,0.5,2,100,35,delivery,mobile,M,True,morning,False,False,3.3146332018813083,short
alpha,alpha22-012308,2022-04-05 07:03:00,coffee,Americano,0.5,2,45,25,delivery,credit card,M,False,morning,False,False,1.5867757851936446,very short
alpha,alpha22-012308,2022-04-05 07:03:00,tea,Green Tea,0.75,2,65,30,delivery,credit card,M,False,morning,False,False,3.0867757851936446,short
alpha,alpha22-012309,2022-04-05 07:12:00,tea,Green Tea,0.5,3,65,30,to go,mobile,M,True,morning,False,False,6.021183540703954,moderate
alpha,alpha22-012310,2022-04-05 07:14:00,coffee,Cappuccino,1.0,1,75,40,to go,credit card,M,True,morning,False,False,3.660041406141441,short
alpha,alpha22-012311,2022-04-05 07:20:00,tea,Yuzu Tea,0.5,1,70,30,eat in,mobile,M,False,morning,False,False,5.294574852212238,moderate
alpha,alpha22-012312,2022-04-05 07:38:00,bakery,Croissant,,1,85,50,to go,mobile,M,False,morning,False,False,4.780532466881931,short
alpha,alpha22-012313,2022-04-05 07:41:00,coffee,Cappuccino,0.5,1,75,40,delivery,credit card,M,False,morning,False,False,3.6156483790562324,short
alpha,alpha22-012314,2022-04-05 07:41:00,tea,Black Tea,0.25,1,45,20,eat in,mobile,M,False,morning,False,False,3.261390201084887,short
alpha,alpha22-012315,2022-04-05 07:45:00,coffee,Iced Coffee,1.0,1,60,30,eat in,mobile,F,True,morning,False,False,4.912426470664638,short
alpha,alpha22-012316,2022-04-05 07:47:00,tea,Thai Tea,1.0,1,70,30,delivery,cash,M,False,morning,False,False,4.335156039373662,short
alpha,alpha22-012316,2022-04-05 07:47:00,smoothie,Mango Smoothie,0.25,2,90,45,delivery,cash,M,False,morning,False,False,5.835156039373662,moderate
alpha,alpha22-012317,2022-04-05 07:49:00,smoothie,Kiwi Smoothie,0.0,1,90,50,to go,credit card,M,False,morning,False,False,4.63023211010128,short
alpha,alpha22-012318,2022-04-05 07:52:00,smoothie,Mango Smoothie,0.5,2,90,45,eat in,mobile,M,False,morning,False,False,3.610592783376905,short
alpha,alpha22-012319,2022-04-05 08:04:00,coffee,Mocha Cold Brew,0.75,2,165,55,eat in,mobile,M,False,morning,False,False,5.472788524391517,moderate
alpha,alpha22-012320,2022-04-05 08:20:00,smoothie,Mango Smoothie,0.25,4,90,45,to go,credit card,M,False,morning,False,False,6.878151197552309,moderate
alpha,alpha22-012321,2022-04-05 08:22:00,bakery,Sandwich,,3,80,30,to go,mobile,F,False,morning,False,False,5.5088882349854575,moderate
alpha,alpha22-012321,2022-04-05 08:22:00,bakery,Croissant,,3,85,50,to go,mobile,F,False,morning,False,False,7.0088882349854575,moderate
alpha,alpha22-012322,2022-04-05 08:34:00,coffee,Black Coffee,0.5,5,45,20,delivery,gift card,F,False,morning,False,False,6.784055279625129,moderate
alpha,alpha22-012322,2022-04-05 08:34:00,coffee,Iced Coffee,0.75,2,60,30,delivery,gift card,F,False,morning,False,False,3.784055279625129,short
alpha,alpha22-012323,2022-04-05 08:34:00,tea,Black Tea,0.5,1,45,20,eat in,credit card,M,False,morning,False,False,6.181007609833827,moderate
alpha,alpha22-012324,2022-04-05 08:38:00,coffee,Espresso,0.25,1,55,30,eat in,credit card,M,False,morning,False,False,5.447994714957684,moderate
alpha,alpha22-012325,2022-04-05 08:48:00,coffee,Espresso,0.25,1,55,30,to go,credit card,F,True,morning,False,False,5.827987481907447,moderate
alpha,alpha22-012326,2022-04-05 08:48:00,coffee,Americano,0.5,3,45,25,delivery,credit card,M,True,morning,False,False,6.974833091194363,moderate
alpha,alpha22-012327,2022-04-05 08:50:00,bakery,Donut,,1,40,15,to go,cash,M,False,morning,False,False,6.140841152379398,moderate
alpha,alpha22-012327,2022-04-05 08:50:00,smoothie,Mango Smoothie,1.0,1,90,45,to go,cash,M,False,morning,False,False,7.640841152379398,moderate
alpha,alpha22-012328,2022-04-05 08:50:00,tea,Green Tea,1.0,1,65,30,delivery,mobile,F,False,morning,False,False,4.716845234936477,short
alpha,alpha22-012328,2022-04-05 08:50:00,coffee,Black Coffee,0.5,3,45,20,delivery,mobile,F,False,morning,False,False,7.716845234936477,moderate
alpha,alpha22-012329,2022-04-05 08:52:00,tea,Green Tea,0.5,2,65,30,to go,credit card,M,False,morning,False,False,3.4439495924308656,short
alpha,alpha22-012330,2022-04-05 09:17:00,bakery,Croissant,,1,85,50,eat in,credit card,M,True,morning,False,False,2.3950358965211347,short
