branch,order_id,order_dt,category,menu,sweet_level,qty,price,cost,trans_type,payment,gender,membership,time_of_day,is_holiday,is_weekend,order_wait_time,order_wait_time_cat
alpha,alpha22-004063,2022-02-01 08:56:00,smoothie,Strawberry Smoothie,0.5,2,85,45,to go,mobile,M,True,morning,False,False,4.320447336925303,short
alpha,alpha22-004063,2022-02-01 08:56:00,bakery,Croissant,,2,85,50,to go,mobile,M,True,morning,False,False,5.820447336925303,moderate
alpha,alpha22-004064,2022-02-01 09:00:00,smoothie,Mango Smoothie,0.25,2,90,45,to go,mobile,M,True,morning,False,False,4.518272472104977,short
alpha,alpha22-004065,2022-02-01 09:02:00,smoothie,Mango Smoothie,1.0,1,90,45,delivery,mobile,F,False,morning,False,False,3.9232354710486534,short
alpha,alpha22-004065,2022-02-01 09:02:00,coffee,Iced Coffee,0.5,3,60,30,delivery,mobile,F,False,morning,False,False,6.9232354710486534,moderate
alpha,alpha22-004066,2022-02-01 09:05:00,tea,Black Tea,1.0,1,45,20,to go,credit card,M,False,morning,False,False,3.209328543944878,short
alpha,alpha22-004067,2022-02-01 09:06:00,bakery,Sandwich,,2,80,30,eat in,credit card,F,False,morning,False,False,4.754721055721491,short
alpha,alpha22-004068,2022-02-01 09:07:00,coffee,Iced Coffee,0.5,2,60,30,eat in,credit card,M,False,morning,False,False,2.329414373337179,short
alpha,alpha22-004069,2022-02-01 09:07:00,coffee,Black Coffee,0.5,2,45,20,eat in,mobile,F,True,morning,False,False,5.685402129644053,moderate
alpha,alpha22-004070,2022-02-01 09:09:00,bakery,Sandwich,,2,80,30,delivery,mobile,F,True,morning,False,False,2.9759018345454193,short
alpha,alpha22-004070,2022-02-01 09:09:00,tea,Green Tea,1.0,2,65,30,delivery,mobile,F,True,morning,False,False,4.47590183454542,short
alpha,alpha22-004071,2022-02-01 09:09:00,coffee,Mocha,0.75,1,70,35,delivery,mobile,M,False,morning,False,False,3.018457318240249,short
alpha,alpha22-004072,2022-02-01 09:14:00,smoothie,Mango Smoothie,0.5,2,90,45,to go,mobile,M,False,morning,False,False,4.3820927590957615,short
alpha,alpha22-004072,2022-02-01 09:14:00,bakery,Sandwich,,2,80,30,to go,mobile,M,False,morning,False,False,5.8820927590957615,moderate
alpha,alpha22-004073,2022-02-01 09:21:00,coffee,Cappuccino,0.25,1,75,40,to go,credit card,F,False,morning,False,False,4.484764020816173,short
alpha,alpha22-004074,2022-02-01 09:35:00,bakery,Sandwich,,1,80,30,to go,credit card,M,False,morning,False,False,3.2707365723632713,short
alpha,alpha22-004075,2022-02-01 09:36:00,tea,Green Tea,0.5,3,65,30,to go,credit card,F,False,morning,False,False,5.344836894822118,moderate
alpha,alpha22-004076,2022-02-01 09:38:00,tea,Green Tea,0.5,2,65,30,eat in,mobile,M,False,morning,False,False,3.9618018491273994,short
alpha,alpha22-004077,2022-02-01 09:57:00,coffee,Classic Black Cold Brew,0.0,2,100,35,delivery,credit card,M,False,morning,False,False,4.670633649058643,short
alpha,alpha22-004077,2022-02-01 09:57:00,coffee,Espresso,0.5,5,55,30,delivery,credit card,M,False,morning,False,False,10.670633649058644,long
alpha,alpha22-004078,2022-02-01 10:00:00,bakery,Sandwich,,3,80,30,to go,mobile,M,False,morning,False,False,4.1962060221954705,short
alpha,alpha22-004079,2022-02-01 10:10:00,coffee,Black Coffee,0.75,2,45,20,eat in,mobile,M,False,morning,False,False,5.395848898058768,moderate
alpha,alpha22-004080,2022-02-01 10:22:00,coffee,Americano,0.5,1,45,25,eat in,credit card,M,False,morning,False,False,3.3521503561361197,short
alpha,alpha22-004081,2022-02-01 10:25:00,coffee,Iced Coffee,1.0,1,60,30,eat in,credit card,F,False,morning,False,False,3.4171318635274903,short
alpha,alpha22-004082,2022-02-01 10:26:00,bakery,Croissant,,1,85,50,eat in,cash,F,False,morning,False,False,4.530750463524543,short
alpha,alpha22-004083,2022-02-01 10:27:00,bakery,Croissant,,2,85,50,to go,mobile,F,True,morning,False,False,4.726820384300254,short
alpha,alpha22-004083,2022-02-01 10:27:00,coffee,Iced Coffee,1.0,2,60,30,to go,mobile,F,True,morning,False,False,6.226820384300254,moderate
alpha,alpha22-004084,2022-02-01 10:30:00,coffee,Classic Black Cold Brew,1.0,1,100,35,eat in,mobile,M,False,morning,False,False,3.6797186813260203,short
alpha,alpha22-004085,2022-02-01 10:42:00,bakery,Donut,,2,40,15,to go,credit card,M,False,morning,False,False,3.6337713320156,short
alpha,alpha22-004086,2022-02-01 10:46:00,coffee,Cappuccino,0.25,1,75,40,to go,mobile,F,False,morning,False,False,4.488849720919267,short
alpha,alpha22-004087,2022-02-01 10:48:00,tea,Bubble Tea,0.75,1,70,30,eat in,mobile,M,False,morning,False,False,4.773960361368379,short
alpha,alpha22-004088,2022-02-01 10:48:00,coffee,Black Coffee,0.75,3,45,20,delivery,credit card,F,True,morning,False,False,6.21615659558582,moderate
alpha,alpha22-004088,2022-02-01 10:48:00,coffee,Iced Coffee,0.25,3,60,30,delivery,credit card,F,True,morning,False,False,7.71615659558582,moderate
alpha,alpha22-004089,2022-02-01 10:48:00,coffee,Cappuccino,0.75,1,75,40,eat in,mobile,F,False,morning,False,False,5.3263869635294325,moderate
alpha,alpha22-004090,2022-02-01 10:54:00,bakery,Donut,,1,40,15,eat in,mobile,M,True,morning,False,False,4.504185154388168,short
alpha,alpha22-004209,2022-02-02 06:40:00,smoothie,Mango Smoothie,0.5,1,90,45,to go,credit card,F,True,morning,False,False,3.9978537317440677,short
alpha,alpha22-004210,2022-02-02 07:11:00,coffee,Black Coffee,0.5,3,45,20,to go,mobile,M,False,morning,False,False,4.98311600020253,short
alpha,alpha22-004210,2022-02-02 07:11:00,bakery,Donut,,3,40,15,to go,mobile,M,False,morning,False,False,6.48311600020253,moderate
alpha,alpha22-004211,2022-02-02 07:13:00,coffee,Black Coffee,0.5,1,45,20,eat in,mobile,M,False,morning,False,False,5.287865181561355,moderate
alpha,alpha22-004212,2022-02-02 07:15:00,coffee,Latte,0.0,2,70,35,eat in,credit card,M,True,morning,False,False,4.762363667751921,short
alpha,alpha22-004213,2022-02-02 07:26:00,coffee,Black Coffee,0.75,2,45,20,delivery,credit card,M,False,morning,False,False,4.499672423834932,short
alpha,alpha22-004213,2022-02-02 07:26:00,coffee,Cappuccino,1.0,1,75,40,delivery,credit card,M,False,morning,False,False,5.999672423834932,moderate
alpha,alpha22-004214,2022-02-02 07:36:00,bakery,Sandwich,,3,80,30,to go,mobile,M,False,morning,False,False,3.9985422955154037,short
alpha,alpha22-004215,2022-02-02 07:43:00,coffee,Americano,0.5,4,45,25,delivery,mobile,M,True,morning,False,False,5.732276319614606,moderate
alpha,alpha22-004216,2022-02-02 07:45:00,coffee,Americano,0.25,3,45,25,to go,mobile,F,True,morning,False,False,3.911442699468889,short
alpha,alpha22-004217,2022-02-02 07:45:00,bakery,Sandwich,,2,80,30,eat in,credit card,F,False,morning,False,False,5.004565879331684,moderate
alpha,alpha22-004218,2022-02-02 07:49:00,coffee,Americano,0.0,1,45,25,to go,mobile,M,False,morning,False,False,3.596412062502951,short
alpha,alpha22-004219,2022-02-02 07:56:00,coffee,Americano,0.5,1,45,25,delivery,credit card,M,True,morning,False,False,4.009027323375464,short
alpha,alpha22-004219,2022-02-02 07:56:00,coffee,Classic Black Cold Brew,0.5,2,100,35,delivery,credit card,M,True,morning,False,False,5.509027323375464,moderate
alpha,alpha22-004220,2022-02-02 07:59:00,smoothie,Mango Smoothie,1.0,1,90,45,eat in,mobile,M,True,morning,False,False,4.259475054923439,short
alpha,alpha22-004221,2022-02-02 08:07:00,smoothie,Mango Smoothie,0.5,2,90,45,delivery,mobile,F,False,morning,False,False,2.0758575294028647,short
alpha,alpha22-004221,2022-02-02 08:07:00,coffee,Iced Coffee,1.0,1,60,30,delivery,mobile,F,False,morning,False,False,3.5758575294028647,short
alpha,alpha22-004222,2022-02-02 08:12:00,coffee,Americano,1.0,1,45,25,eat in,mobile,M,False,morning,False,False,5.202110873215975,moderate
alpha,alpha22-004223,2022-02-02 08:17:00,tea,Yuzu Tea,0.75,3,70,30,to go,mobile,F,False,morning,False,False,5.360206687444396,moderate
alpha,alpha22-004224,2022-02-02 08:19:00,bakery,Sandwich,,1,80,30,to go,mobile,M,False,morning,False,False,3.457141660787829,short
alpha,alpha22-004225,2022-02-02 08:25:00,coffee,Latte,0.5,2,70,35,to go,mobile,M,False,morning,False,False,4.087378591031356,short
alpha,alpha22-004225,2022-02-02 08:25:00,bakery,Donut,,2,40,15,to go,mobile,M,False,morning,False,False,5.587378591031356,moderate
alpha,alpha22-004226,2022-02-02 08:26:00,coffee,Espresso,0.5,1,55,30,eat in,credit card,F,True,morning,False,False,3.5746426711388026,short
alpha,alpha22-004227,2022-02-02 08:31:00,bakery,Donut,,3,40,15,to go,mobile,M,False,morning,False,False,6.234272501125329,moderate
alpha,alpha22-004228,2022-02-02 08:36:00,coffee,Latte,0.0,2,70,35,eat in,mobile,F,False,morning,False,False,5.677675920708683,moderate
alpha,alpha22-004229,2022-02-02 08:49:00,coffee,Iced Coffee,1.0,2,60,30,eat in,mobile,M,False,morning,False,False,3.895933127523907,short
alpha,alpha22-004230,2022-02-02 08:58:00,coffee,Mocha,0.5,2,70,35,to go,mobile,F,False,morning,False,False,3.153526652342899,short
alpha,alpha22-004231,2022-02-02 08:59:00,tea,Black Tea,1.0,2,45,20,eat in,mobile,M,False,morning,False,False,3.816967548156982,short
alpha,alpha22-004232,2022-02-02 08:59:00,bakery,Sandwich,,1,80,30,eat in,mobile,M,False,morning,False,False,2.9599775543932347,short
alpha,alpha22-004233,2022-02-02 09:09:00,bakery,Croissant,,6,85,50,to go,cash,M,False,morning,False,False,11.346757918044986,very long
alpha,alpha22-004233,2022-02-02 09:09:00,coffee,Mocha,0.5,6,70,35,to go,cash,M,False,morning,False,False,12.846757918044986,very long
alpha,alpha22-004234,2022-02-02 09:17:00,coffee,Latte,1.0,1,70,35,to go,mobile,F,False,morning,False,False,5.352211059139904,moderate
alpha,alpha22-004235,2022-02-02 09:18:00,coffee,Espresso,0.0,2,55,30,eat in,credit card,F,True,morning,False,False,3.5535134404802418,short
alpha,alpha22-004236,2022-02-02 09:19:00,smoothie,Strawberry Smoothie,0.0,1,85,45,to go,mobile,F,False,morning,False,False,5.331239375373935,moderate
alpha,alpha22-004237,2022-02-02 09:20:00,bakery,Sandwich,,2,80,30,to go,credit card,M,False,morning,False,False,1.1603846994918197,very short
alpha,alpha22-004237,2022-02-02 09:20:00,coffee,Iced Coffee,0.0,2,60,30,to go,credit card,M,False,morning,False,False,2.6603846994918197,short
alpha,alpha22-004238,2022-02-02 09:26:00,coffee,Black Coffee,0.75,3,45,20,delivery,credit card,M,False,morning,False,False,5.554750576780142,moderate
alpha,alpha22-004238,2022-02-02 09:26:00,bakery,Croissant,,3,85,50,delivery,credit card,M,False,morning,False,False,7.054750576780142,moderate
alpha,alpha22-004239,2022-02-02 09:52:00,coffee,Espresso,1.0,1,55,30,eat in,cash,M,False,morning,False,False,4.649604704821934,short
alpha,alpha22-004240,2022-02-02 09:55:00,coffee,Espresso,0.5,2,55,30,eat in,credit card,M,False,morning,False,False,3.913255553918451,short
alpha,alpha22-004241,2022-02-02 09:56:00,bakery,Croissant,,1,85,50,to go,gift card,M,True,morning,False,False,4.883178042924736,short
alpha,alpha22-004241,2022-02-02 09:56:00,tea,Bubble Tea,0.5,1,70,30,to go,gift card,M,True,morning,False,False,6.383178042924736,moderate
alpha,alpha22-004242,2022-02-02 10:12:00,tea,Thai Tea,0.75,1,70,30,to go,credit card,M,False,morning,False,False,3.6718131512928935,short
alpha,alpha22-004243,2022-02-02 10:37:00,tea,Yuzu Tea,0.75,1,70,30,eat in,credit card,M,False,morning,False,False,5.137186731845938,moderate
alpha,alpha22-004244,2022-02-02 10:43:00,bakery,Cheese Cake,,2,120,80,eat in,credit card,F,False,morning,False,False,2.0125467981722793,short
alpha,alpha22-004244,2022-02-02 10:43:00,bakery,Donut,,2,40,15,eat in,credit card,F,False,morning,False,False,3.5125467981722793,short
alpha,alpha22-004245,2022-02-02 10:43:00,tea,Green Tea,0.0,1,65,30,eat in,credit card,M,False,morning,False,False,1.5895858493439063,very short
alpha,alpha22-004246,2022-02-02 10:47:00,tea,Green Tea,0.75,1,65,30,to go,mobile,F,False,morning,False,False,3.4405170784950383,short
alpha,alpha22-004246,2022-02-02 10:47:00,bakery,Croissant,,1,85,50,to go,mobile,F,False,morning,False,False,4.940517078495038,short
alpha,alpha22-004247,2022-02-02 10:50:00,smoothie,Kiwi Smoothie,0.75,1,90,50,eat in,mobile,F,False,morning,False,False,5.353977285244835,moderate
alpha,alpha22-004247,2022-02-02 10:50:00,bakery,Croissant,,1,85,50,eat in,mobile,F,False,morning,False,False,6.853977285244835,moderate
alpha,alpha22-004248,2022-02-02 10:55:00,tea,Thai Tea,0.75,2,70,30,to go,credit card,M,False,morning,False,False,6.616237015993185,moderate
alpha,alpha22-004249,2022-02-02 10:56:00,coffee,Black Coffee,0.75,3,45,20,to go,credit card,F,True,morning,False,False,5.861972234407072,moderate
alpha,alpha22-004250,2022-02-02 10:57:00,coffee,Iced Coffee,0.25,1,60,30,to go,mobile,F,True,morning,False,False,3.781532210075379,short
alpha,alpha22-004350,2022-02-03 06:38:00,bakery,Sandwich,,1,80,30,to go,credit card,M,False,morning,False,False,4.121491211595831,short
alpha,alpha22-004351,2022-02-03 07:00:00,coffee,Mocha,1.0,1,70,35,eat in,mobile,M,False,morning,False,False,4.343950622772306,short
alpha,alpha22-004352,2022-02-03 07:06:00,coffee,Mocha,1.0,2,70,35,to go,mobile,M,False,morning,False,False,4.2568404325477704,short
alpha,alpha22-004353,2022-02-03 07:06:00,coffee,Espresso,0.5,2,55,30,eat in,cash,M,False,morning,False,False,1.777071498054016,very short
alpha,alpha22-004354,2022-02-03 07:17:00,coffee,Cappuccino,0.5,1,75,40,eat in,credit card,F,False,morning,False,False,3.9452140344770803,short
alpha,alpha22-004355,2022-02-03 07:24:00,coffee,Cappuccino,0.25,2,75,40,to go,mobile,M,False,morning,False,False,3.907457270462616,short
alpha,alpha22-004356,2022-02-03 07:26:00,bakery,Sandwich,,2,80,30,eat in,cash,M,False,morning,False,False,2.405739053513048,short
alpha,alpha22-004357,2022-02-03 07:29:00,coffee,Americano,0.5,4,45,25,delivery,mobile,M,False,morning,False,False,7.932140543837223,moderate
alpha,alpha22-004357,2022-02-03 07:29:00,coffee,Classic Black Cold Brew,0.25,1,100,35,delivery,mobile,M,False,morning,False,False,6.432140543837223,moderate
alpha,alpha22-004357,2022-02-03 07:29:00,bakery,Croissant,,4,85,50,delivery,mobile,M,False,morning,False,False,9.432140543837223,long
alpha,alpha22-004358,2022-02-03 07:35:00,bakery,Muffin,,1,60,30,eat in,mobile,M,True,morning,False,False,1.670270959596961,very short
alpha,alpha22-004358,2022-02-03 07:35:00,bakery,Croissant,,1,85,50,eat in,mobile,M,True,morning,False,False,3.170270959596961,short
alpha,alpha22-004359,2022-02-03 07:45:00,bakery,Croissant,,1,85,50,delivery,credit card,M,False,morning,False,False,4.1208303742446395,short
alpha,alpha22-004359,2022-02-03 07:45:00,coffee,Cappuccino,0.75,1,75,40,delivery,credit card,M,False,morning,False,False,5.6208303742446395,moderate
alpha,alpha22-004360,2022-02-03 07:54:00,coffee,Latte,0.5,2,70,35,eat in,mobile,M,False,morning,False,False,3.8256496824462554,short
alpha,alpha22-004361,2022-02-03 07:56:00,bakery,Donut,,1,40,15,eat in,credit card,F,False,morning,False,False,2.5431797804006244,short
alpha,alpha22-004362,2022-02-03 07:58:00,coffee,Black Coffee,0.75,1,45,20,eat in,mobile,M,False,morning,False,False,4.874174803492582,short
alpha,alpha22-004363,2022-02-03 08:05:00,bakery,Donut,,2,40,15,eat in,mobile,M,False,morning,False,False,3.1270474156309396,short
alpha,alpha22-004363,2022-02-03 08:05:00,bakery,Muffin,,2,60,30,eat in,mobile,M,False,morning,False,False,4.62704741563094,short
alpha,alpha22-004364,2022-02-03 08:15:00,smoothie,Kiwi Smoothie,0.5,3,90,50,delivery,mobile,F,False,morning,False,False,7.423030665567117,moderate
alpha,alpha22-004365,2022-02-03 08:18:00,bakery,Sandwich,,2,80,30,eat in,mobile,M,False,morning,False,False,3.059414734312769,short
alpha,alpha22-004365,2022-02-03 08:18:00,coffee,Mocha,0.75,2,70,35,eat in,mobile,M,False,morning,False,False,4.559414734312769,short
alpha,alpha22-004366,2022-02-03 08:21:00,coffee,Americano,0.5,1,45,25,to go,mobile,F,False,morning,False,False,4.084901756552929,short
alpha,alpha22-004367,2022-02-03 08:31:00,coffee,Cappuccino,0.5,1,75,40,eat in,mobile,M,False,morning,False,False,3.7134372808259557,short
alpha,alpha22-004368,2022-02-03 08:36:00,tea,Green Tea,0.5,1,65,30,to go,credit card,M,False,morning,False,False,2.559152506203124,short
alpha,alpha22-004369,2022-02-03 08:37:00,bakery,Donut,,1,40,15,to go,credit card,M,True,morning,False,False,5.867202667701855,moderate
alpha,alpha22-004369,2022-02-03 08:37:00,coffee,Latte,1.0,1,70,35,to go,credit card,M,True,morning,False,False,7.367202667701855,moderate
alpha,alpha22-004370,2022-02-03 08:40:00,tea,Green Tea,0.75,3,65,30,to go,mobile,M,False,morning,False,False,7.1173136210372965,moderate
alpha,alpha22-004371,2022-02-03 08:41:00,bakery,Croissant,,1,85,50,eat in,credit card,F,False,morning,False,False,1.9597416431664771,very short
alpha,alpha22-004371,2022-02-03 08:41:00,smoothie,Mango Smoothie,0.0,1,90,45,eat in,credit card,F,False,morning,False,False,3.459741643166477,short
alpha,alpha22-004372,2022-02-03 08:43:00,coffee,Classic Black Cold Brew,1.0,2,100,35,eat in,credit card,M,True,morning,False,False,4.383531659875893,short
alpha,alpha22-004372,2022-02-03 08:43:00,bakery,Donut,,2,40,15,eat in,credit card,M,True,morning,False,False,5.883531659875893,moderate
alpha,alpha22-004373,2022-02-03 08:43:00,smoothie,Strawberry Smoothie,0.25,3,85,45,to go,credit card,M,False,morning,False,False,5.015694734898188,moderate
alpha,alpha22-004374,2022-02-03 08:45:00,tea,Green Tea,0.25,1,65,30,eat in,mobile,M,False,morning,False,False,1.7909065070245203,very short
alpha,alpha22-004375,2022-02-03 08:46:00,bakery,Donut,,3,40,15,to go,credit card,F,False,morning,False,False,8.239550087256069,long
alpha,alpha22-004376,2022-02-03 08:48:00,tea,Green Tea,0.5,1,65,30,eat in,mobile,F,False,morning,False,False,3.719598406461471,short
alpha,alpha22-004377,2022-02-03 08:50:00,bakery,Donut,,3,40,15,to go,mobile,M,False,morning,False,False,5.61897048233734,moderate
alpha,alpha22-004378,2022-02-03 08:57:00,coffee,Black Coffee,0.5,1,45,20,to go,credit card,M,False,morning,False,False,5.453701148087639,moderate
alpha,alpha22-004379,2022-02-03 09:09:00,coffee,Black Coffee,1.0,3,45,20,to go,credit card,M,False,morning,False,False,4.526718586896747,short
alpha,alpha22-004379,2022-02-03 09:09:00,bakery,Donut,,3,40,15,to go,credit card,M,False,morning,False,False,6.026718586896747,moderate
alpha,alpha22-004380,2022-02-03 09:10:00,bakery,Sandwich,,3,80,30,to go,credit card,M,False,morning,False,False,5.3407691443361225,moderate
alpha,alpha22-004381,2022-02-03 09:16:00,coffee,Americano,0.5,1,45,25,eat in,credit card,F,True,morning,False,False,4.422701946796668,short
alpha,alpha22-004382,2022-02-03 09:21:00,coffee,Black Coffee,1.0,1,45,20,to go,mobile,M,False,morning,False,False,3.376185737989932,short
alpha,alpha22-004383,2022-02-03 10:04:00,bakery,Muffin,,1,60,30,to go,credit card,F,True,morning,False,False,3.6191977212104045,short
alpha,alpha22-004384,2022-02-03 10:06:00,bakery,Sandwich,,1,80,30,eat in,credit card,F,False,morning,False,False,3.0857287196495755,short
alpha,alpha22-004385,2022-02-03 10:10:00,coffee,Latte,0.5,1,70,35,eat in,cash,F,False,morning,False,False,3.0456300141768096,short
alpha,alpha22-004386,2022-02-03 10:15:00,coffee,Black Coffee,0.0,1,45,20,to go,credit card,M,True,morning,False,False,3.030705852309631,short
alpha,alpha22-004387,2022-02-03 10:22:00,bakery,Croissant,,2,85,50,eat in,mobile,F,False,morning,False,False,3.414924250885231,short
alpha,alpha22-004388,2022-02-03 10:41:00,tea,Green Tea,0.5,2,65,30,to go,mobile,M,False,morning,False,False,4.20254699170996,short
alpha,alpha22-004389,2022-02-03 10:47:00,bakery,Sandwich,,1,80,30,to go,mobile,M,False,morning,False,False,3.808051207068069,short
alpha,alpha22-004390,2022-02-03 10:49:00,coffee,Mocha,1.0,1,70,35,eat in,credit card,M,False,morning,False,False,5.976022843740631,moderate
alpha,alpha22-004391,2022-02-03 10:56:00,coffee,Iced Coffee,0.0,1,60,30,delivery,mobile,M,True,morning,False,False,5.112565761529339,moderate
alpha,alpha22-004391,2022-02-03 10:56:00,tea,Green Tea,0.0,1,65,30,delivery,mobile,M,True,morning,False,False,6.612565761529339,moderate
alpha,alpha22-004517,2022-02-04 06:41:00,bakery,Sandwich,,1,80,30,eat in,credit card,F,False,morning,False,False,2.863716775126659,short
alpha,alpha22-004517,2022-02-04 06:41:00,coffee,Americano,0.5,1,45,25,eat in,credit card,F,False,morning,False,False,4.363716775126659,short
alpha,alpha22-004518,2022-02-04 07:00:00,coffee,Latte,0.25,3,70,35,delivery,credit card,F,False,morning,False,False,5.7745457839984455,moderate
alpha,alpha22-004518,2022-02-04 07:00:00,bakery,Croissant,,1,85,50,delivery,credit card,F,False,morning,False,False,5.7745457839984455,moderate
alpha,alpha22-004519,2022-02-04 07:05:00,tea,Thai Tea,0.75,1,70,30,to go,credit card,F,False,morning,False,False,4.114433031594677,short
alpha,alpha22-004520,2022-02-04 07:07:00,coffee,Black Coffee,0.25,2,45,20,to go,mobile,F,False,morning,False,False,2.882054597893384,short
alpha,alpha22-004521,2022-02-04 07:16:00,smoothie,Mango Smoothie,0.5,2,90,45,eat in,credit card,F,False,morning,False,False,3.1357170793378306,short
alpha,alpha22-004522,2022-02-04 07:21:00,coffee,Black Coffee,1.0,1,45,20,eat in,mobile,F,False,morning,False,False,3.840472933839443,short
